"","elw_m","elw_n","elw2s_v0","elw2s_v1","elw2s_h0","elw2s_h1","gph","hou_perron","local_w"
"NAM",1.0732885722882,1.00055764342356,-0.291275706530472,-0.291275706530472,1.2384866323402,1.2384866323402,0.881049099280425,0.880347491260202,-0.291275706530472
"NER",1.35563046860797,0.993597746927171,1.25841639180035,1.25841639180035,1.73420419213431,1.73420419213431,1.51697991057464,0.99,1.04995444704878
"NGA",1.44372560380728,1.10480045876344,1.41489234398154,1.41489234398154,1.41489223665887,1.41489223665887,1.30100840543186,0.99,1.57717785785695
"NIC",1.09543185768169,0.968974172466353,1.05585977239443,1.05585977239443,1.71995581348254,1.71995581348254,1.00816033376978,0.99,0.606348362656975
"NLD",0.994895908845171,1.02681788996009,1.67541531030792,1.67541531030792,0.782304770109138,0.782304770109138,0.931599348238525,0.961200432968629,1.68057349393455
"NOR",1.13906380326993,1.08056549279491,0.872314949703399,0.872314949703399,1.13548416084526,1.13548416084526,1.36593241217822,0.99,1.40137201614363
"NPL",1.40653682627685,1.06843389597678,1.3934997109775,1.3934997109775,1.39347554116921,1.39347554116921,1.30878374568232,0.99,1.02908223887393
"NZL",0.941139068439756,1.00450800279838,0.989414844951179,0.989414844951179,1.44103684925969,1.44103684925969,1.09099943000202,0.745432700880432,0.837463744590361
"OMN",1.46606816739793,1.10626784108764,-0.146038424527389,-0.146038424527389,1.24862013181597,1.24862013181597,1.26409108668792,0.99,-0.146038424527389
"PAK",1.30897414689824,1.07133670240139,1.25928919973271,1.25928919973271,1.72761923236066,1.72761923236066,1.0669549105079,0.99,0.75741462299633
"PAN",1.10923239076587,1.03867478219583,0.773104980761662,0.773104980761662,1.72448079020089,1.72448079020089,0.960169409570217,0.957279975803322,0.718199133154572
"PER",1.02713480419348,1.03449803142568,0.808873560149278,0.808873560149278,1.72580859758118,1.72580859758118,0.94386066916489,0.943927654093111,0.28210621419325
"PHL",0.99143007196797,1.01004324949721,0.779857750571069,0.779857750571069,1.71988371686897,1.71988371686897,0.855671683509817,0.820141098341577,0.863813526965712
"POL",1.30490540853309,1.06055528769296,0.568538606117343,0.568538606117343,1.26046239911395,1.26046239911395,1.18031000878878,0.99,0.568538606117343
"PRT",1.11241271702906,1.01598938320829,1.26108114596771,1.26108114596771,1.26109589930918,1.26109589930918,1.26196553339632,0.99,1.74530640658466
"PRY",1.16799785950966,1.04528524982435,1.08094723806058,1.08094723806058,1.23910160034282,1.23910160034282,1.10531954938173,0.99,1.08094723806058
"PSE",0.956847184692791,1.01928366326685,1.49837502062324,1.49837502062324,1.20889329758505,1.20889329758505,0.936949008711218,0.89935503282626,1.49837502062324
"QAT",1.66640485686621,1.12409108477696,0.572635144741635,0.572635144741635,1.35272140807652,1.35272140807652,1.38400597934001,0.99,0.572635144741635
"ROU",1.25175973804552,1.04262042017359,1.18352475066185,1.18352475066185,1.1835193609564,1.1835193609564,0.856477052462351,0.99,0.919203900552239
"RWA",1.11639409032111,1.04100385792375,1.13620066052322,1.13620066052322,1.13620045222197,1.13620045222197,0.859934292984444,0.99,1.02718278703549
"SAU",1.55607025322632,1.02883831515606,2.01688738386372,2.01688738386372,1.68082413215288,1.68082413215288,1.19507599528174,0.99,2.01688738386372
"SDN",1.09787741663821,1.07371303172402,1.22038176469366,1.22038176469366,1.22040087815924,1.22040087815924,1.07661275886258,0.99,1.06067991179107
"SEN",1.1451410820279,1.05099726240644,1.27437085639724,1.27437085639724,1.82775167930632,1.82775167930632,1.03566143498274,0.99,1.36122900021448
"SGP",1.01667935771506,1.02405831337381,1.71501752237093,1.71501752237093,0.759430038407038,0.759430038407038,0.961769914713367,0.936042728240794,1.52346122909704
"SLE",1.02958377300524,1.01446291477824,1.15244598057247,1.15244598057247,1.15204328096813,1.15204328096813,1.07637935465467,0.968686637862873,1.41504465356107
"SLV",1.41105623003466,1.0290388313751,1.68920571825356,1.68920571825356,1.29438399735302,1.29438399735302,1.12927106189602,0.99,2.20234827741092
"STP",1.37519226399144,1.02727815842713,0.677318594728655,0.677318594728655,1.40445481680798,1.40445481680798,1.71156850750859,0.99,0.677318594728655
"SUR",1.10706903083879,1.05302431006968,0.440588798143753,0.440588798143753,1.19281946462296,1.19281946462296,1.28258082216719,0.99,0.440588798143753
"SWE",0.72229921465122,1.01468404176112,0.662265061733675,0.662265061733675,0.662267601753343,0.662267601753343,0.696790780351734,-0.0549943232760431,0.602777496679197
"SWZ",1.08217636438535,1.04426481165503,1.20583671869892,1.20583671869892,0.778527598483255,0.778527598483255,1.11631215365253,0.99,1.33156029475977
"SYC",1.16100559729762,1.04793109917203,1.6082152076119,1.6082152076119,0.844678698467596,0.844678698467596,0.851944925380883,0.925789346556713,1.56633181885046
"SYR",1.40814243028289,1.02006218823087,1.43833858452403,1.43833858452403,1.43833874318572,1.43833874318572,1.32188315683402,0.99,0.939285713353279
"TCA",0.966558847994478,1.03246112581346,0.956075475787296,0.956075475787296,1.45094959982123,1.45094959982123,0.855664387248128,-0.187944394640923,0.546356544389863
"TCD",1.06716484477918,1.03649612854545,1.17841657805976,1.17841657805976,1.17842664896711,1.17842664896711,1.27114183552636,0.99,1.50359903634263
"TGO",0.858160255185517,0.981772457649276,0.835554215021126,0.835554215021126,0.835439069250107,0.835439069250107,0.742615953618527,0.33119420786604,0.803989259414065
"THA",1.26961840370447,1.10304086241656,1.72761177882111,1.72761177882111,1.24651417144335,1.24651417144335,1.15198930373315,0.99,1.66463884820427
"TTO",1.54702287802953,0.99614134282838,2.49992424816297,2.49992424816297,1.23902077011311,1.23902077011311,1.44991894524847,0.99,2.49992424816297
"TUN",1.24817892135999,1.06087733615121,1.25351953976733,1.25351953976733,1.2535162175042,1.2535162175042,1.14783303946909,0.99,1.38281697866781
"TUR",1.02537416389905,1.02551935829211,0.136084199658669,0.136084199658669,1.86765225231119,1.86765225231119,0.862602590884906,0.837812912997577,0.136084199658669
"TWN",1.10344322243445,1.04504426619759,1.41237825409066,1.41237825409066,0.841561078893973,0.841561078893973,1.04482705009583,0.99,1.41237825409066
"TZA",1.19999482037637,1.01105358258036,0.320440923460544,0.320440923460544,1.81422858491069,1.81422858491069,1.21009869508979,-0.218438988379022,0.320440923460544
"UGA",1.05635395313005,1.06600941024772,1.07769649451558,1.07769649451558,1.65315190628621,1.65315190628621,1.20292405436259,0.99,0.702979021866675
"URY",1.1097251041105,0.999665472380294,0.142079789835447,0.142079789835447,2.41941390830071,2.41941390830071,1.19217344315759,0.99,0.142079789835447
"VCT",0.919685889965691,1.03108357584121,2.07128237800859,2.07128237800859,1.17425472269072,1.17425472269072,0.795389295265722,0.75499782962623,2.07128237800859
"VEN",1.30562912267847,1.14258797267202,1.10170986245709,1.10170986245709,0.994657841867239,0.994657841867239,0.818185214372585,0.99,1.16187641883941
"VGB",1.28218559115817,1.07687709835676,1.70788365715733,1.70788365715733,0.774191987447156,0.774191987447156,1.27443768276201,0.99,1.05639562320893
"VNM",1.27499043889097,1.08124726947833,0.688485746658433,0.688485746658433,1.3059416626716,1.3059416626716,1.10322985318487,0.99,0.688485746658433
"ZAF",0.834866826003667,1.01254276379672,0.759831791379144,0.759831791379144,1.20699625859627,1.20699625859627,0.809680364063789,0.821380725390308,0.50773479111149
"ZMB",1.38603807138863,1.01627049137424,1.38537282562833,1.38537282562833,1.59624395435124,1.59624395435124,1.11543141468688,0.99,1.15782346807203
"ZWE",1.40953525020893,1.00455190990572,1.6445274807783,1.6445274807783,1.64452730136626,1.64452730136626,1.49942236016285,0.99,1.63353862003859
