date,ABW,AGO,AIA,ALB,ARE,ARG,ATG,AUS,AUT,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CYM,CYP,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ESP,ETH,FIN,FJI,FRA,GAB,GBR,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,HKG,HND,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KEN,KHM,KNA,KOR,KWT,LAO,LBN,LBR,LCA,LKA,LSO,LUX,MAC,MAR,MDG,MDV,MEX,MLI,MLT,MMR,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,POL,PRT,PRY,PSE,QAT,ROU,RWA,SAU,SDN,SEN,SGP,SLE,SLV,STP,SUR,SWE,SWZ,SYC,SYR,TCA,TCD,TGO,THA,TTO,TUN,TUR,TWN,TZA,UGA,URY,VCT,VEN,VGB,VNM,ZAF,ZMB,ZWE
1960,,,,,,-4.004262571221394,,-3.071328903068135,-3.923929023931626,-7.45324586787401,-3.6605936719197842,-6.771976527490958,-6.76015048343605,-3.7560401633756957,,,,,,-6.237254583810946,-3.0612712323484814,-7.420275945726282,,,-9.508192646055978,-7.365459725417911,-2.5949659154744964,-3.4149599122875873,-4.476698022510671,-1.5812981555949186,-6.397083745903684,-6.031452306004379,-4.356959763929694,-7.474091170453416,-4.035263536626607,-9.188644421418275,-9.58753125530702,-6.271254622058628,,-7.28421465988895,-1.4892719349113026,,,-4.069070743115043,-5.815678409196371,-3.401166328719892,-5.194264786604277,-5.122773688230646,-2.9168660545122123,-5.579062205549683,-4.407327246272336,-7.991941787585775,-1.9305128483359653,-7.502403502856843,-1.6428373220619914,-4.718450671572645,-5.730783413604515,-8.282713142091879,-8.69383225590533,-9.411150208317494,-4.374860979690357,,-5.818866066635804,-5.451227271814062,-6.725474949640663,-6.451011946240396,,-3.2813769589175354,-1.9400453224734502,-5.2505907020766855,-3.6876629427656287,,-7.430212585115874,-5.231046161884358,-2.2407884263006306,-6.027865886668486,-7.03827574104842,-1.9285223276895032,-5.509733158915957,,,-4.762116307863028,,,,,,-4.804140531726828,-8.313405243320258,-6.478314148360257,,-5.3240952697459125,-6.042279322031224,,-2.6618531255629403,-6.856591035247124,-9.518427520735525,,,-6.788733858159755,-7.976975592886541,,-7.1971625775944155,-6.982187337783049,-5.091985196095134,-7.2377556551721955,-6.471716911708896,-2.9497023225159236,-6.048434326757418,-3.2008471279684656,-4.422363742736847,-6.12072026495893,-4.6661753284013,,-4.096479520397381,-6.9751252995152555,-4.793035262775154,-4.18555530515396,,-4.5098395531282165,-6.855919420948796,,,-4.840885342013504,-7.012479157583692,,,-5.945355078894828,-6.608430976064261,,-6.525417865257369,,,-3.5996053928012515,,-9.571350699771905,-5.681232707725506,,-6.7153493570465255,-7.519850305154298,-4.697878177576655,-6.015466048028792,-6.150456878203304,-3.217898432323837,-4.845597237194129,-5.604762852152243,-6.363748134466725,-5.248099181222123,,-4.072396950312287,,,-3.4395379914183994,-6.406762189620524,-6.064427722845737
1961,,,,,,-3.9976118062050396,,-3.0683803072138307,-3.8955582159660143,-7.6219093660126225,-3.63245487667621,-6.784638577731226,-6.8419894681191895,-3.7882351514602117,,,,,,-6.231564704381498,-2.95649465772496,-7.421468341770903,,,-9.45783827407702,-7.3107944088159496,-2.579830131221213,-3.359896229101535,-4.53578903133733,-1.7482598377312275,-6.371479694039932,-6.027940579132661,-4.551310129866401,-7.565447417928102,-3.9992413373118225,-9.141455312258074,-9.429393583870255,-6.313635677389428,,-7.188284068348234,-1.4751563406837658,,,-4.03303687592987,-5.860687298684484,-3.5532205710593114,-5.172410399187509,-5.102853819763785,-2.8302725758861413,-5.564756469368639,-4.337137018725953,-7.9932531883036875,-1.9080228599691615,-7.450184332733543,-1.6428921576578794,-4.774263816446005,-5.689775775927348,-8.37284181699383,-8.67192505539445,-9.42438568599296,-4.268695556277242,,-5.793937291081496,-5.430656099017579,-6.709536932232568,-6.506759519352169,,-3.206303686535147,-1.9347057945112027,-5.230718075861358,-3.646318388611105,,-7.41292399474862,-5.148304368443647,-2.1853485053744244,-6.006943647011262,-6.887440518526724,-1.8487478433768842,-5.545077525374651,,,-4.716240781727903,,,,,,-4.8380514472029255,-8.323196893451195,-6.5056400676223,,-5.10679656669496,-6.018132808745468,,-2.658158649556537,-6.885031807341866,-9.55994791421369,,,-6.797191026902553,-8.154050587678961,,-7.1129922346790435,-6.9832133750200125,-5.029265745319199,-7.263482278871149,-6.432993073412746,-2.981872796580806,-6.002716206186049,-3.203364812398947,-4.392349789880928,-6.148056473730698,-4.631807093519672,,-4.078702761311847,-6.895292703060349,-4.749913815141024,-4.162284011697176,,-4.481715790442626,-6.8164294076373935,,,-4.768800499737649,-7.082778394583603,,,-5.9582811522006764,-6.502904615813554,-7.441225281599302,-6.489946258582112,,,-3.562372520840425,,-9.58862442071794,-5.652054330773666,,-6.69374779756394,-7.462605254455645,-4.66143344355241,-5.88900031136421,-6.14428957526834,-3.2238883364955075,-4.8102927912582345,-5.590019710137781,-6.368737409911333,-5.259333562571646,,-4.064159633257747,,,-3.423213102370765,-6.404294397769188,-6.033587289510944
1962,,,,,,-4.038197899797279,,-3.0731797953342923,-3.926829965546572,-7.594172012917083,-3.638568341371915,-6.870075100195237,-6.832445820553911,-3.788892786889779,,,,,,-6.250512518038166,-2.941941345482528,-7.4533258850001864,,,-9.442244558448099,-7.37127042756253,-2.5760264274877116,-3.370983992549462,-4.371839146058454,-1.7129399885665073,-6.380496532963344,-6.080025695474351,-4.4021053243892965,-7.369813763710327,-4.0123786517076265,-9.010798524904423,-9.652637701080966,-6.307184464862036,,-7.083602214330374,-1.4982147542397986,,,-4.044621365704419,-5.823555692548867,-4.2038351422191464,-5.192057519042978,-5.111136858716767,-2.79535831545123,-5.583754293486198,-4.376841417484389,-8.03406833913014,-1.9007231717543167,-7.39588063293954,-1.6892118606932147,-4.822923441150444,-5.718174518989995,-8.42335946403919,-8.747050915332842,-9.45923506143335,-4.345352533500913,,-5.819457243167218,-5.38953727698868,-6.717624665336643,-6.506954976728048,,-3.2896166874876975,-1.9536513148448726,-5.264310522662695,-3.627798073562925,,-7.429879286671141,-5.128278495580481,-2.189353755991437,-6.050357370786417,-6.928278520109124,-1.8156810542177535,-5.52806395106334,,,-4.76693798845462,,,,,,-4.829377798715585,-8.234601166775109,-6.582262756690165,,-5.029667679360955,-6.029014348804717,,-2.6790855893002874,-6.9463951877827395,-9.225176424471307,-5.3391943847955226,,-6.770475472147707,-8.116685298270918,,-7.086753071747931,-7.021205059693427,-5.019048295490052,-7.191357576757121,-6.382762074149284,-3.014051144580767,-5.937474338190242,-3.2189673812825568,-4.432677728600185,-6.1801761343398205,-4.662977766376168,,-4.0736438525970655,-6.870761624412188,-4.7235689616060945,-4.147060289388277,,-4.472865253949861,-6.891715583918495,,,-4.736531120599652,-7.044968051170036,,,-6.010230526924971,-6.41700104418025,-7.37247005784166,-6.43307604456913,,,-3.5820180582570273,,-9.57897859067285,-5.438188653229615,,-6.616243087486371,-7.49111628336871,-4.664475715847505,-5.937346774552669,-6.191751903902357,-3.2205836168897513,-4.793371665776695,-5.555183890566028,-6.40375146660849,-5.306784532307615,,-4.049124496106838,,,-3.4367602164845916,-6.49277989994186,-6.09947757696894
1963,,,,,,-4.117948682572761,,-3.048407757111633,-3.9304623930709273,-7.5969042174616455,-3.6444675271526705,-6.8582664839676095,-6.9061772397806855,-3.768369299049535,,,,,,-6.231520175716712,-2.919670273528814,-7.502155090052564,,,-9.440020862857285,-7.475196972750479,-2.568158799875903,-3.369506009770376,-4.378979576116786,-1.6438019350854347,-6.296892427734564,-6.060525223461823,-4.4785781929039015,-7.312508897988255,-4.027431601969518,-8.97283485220045,-9.883078540056644,-6.291108477469253,,-7.115054766925557,-1.519775129790526,,,-4.072970822062905,-5.899131006745474,-4.111518023142349,-5.215059100262602,-5.077958375092914,-2.7479579528276616,-5.601429542046555,-4.412426607871959,-7.941987899496148,-1.8829352653295484,-7.253121067293899,-1.6947521117620212,-4.7772671756936536,-5.7255379217146185,-8.396609149712575,-8.715175304367513,-9.37511141263122,-4.2653090399459845,,-5.799278433857705,-5.311186084984758,-6.738599165777879,-6.557681173745793,,-3.4309806933458287,-1.9326037686988524,-5.262479964043276,-3.6241337468282406,,-7.361612670692902,-5.065296137765509,-2.188528924862524,-6.019646294328922,-6.902586479613278,-1.7795979026142863,-5.5474822503779855,,,-4.698118742361675,,,,,,-4.906592993069713,-8.164613147524914,-6.616637118488121,,-4.916285714981939,-6.079064825162346,,-2.635244755325335,-7.007901112040825,-11.359427237837712,-5.261054402218468,,-6.796536395276425,-8.091955373824472,,-7.105799159197183,-7.045766537541068,-4.997675607106549,-7.171706960870256,-6.337154101906249,-2.9937384717615814,-5.891670712389576,-3.254262366989611,-4.44242179980283,-6.214288152453086,-4.650707619818968,,-4.050563817258686,-6.837108844317287,-4.713029936012163,-4.13070660033479,,-4.459575783721871,-6.8926799637665965,,,-4.700384251971782,-7.197764564524373,,,-6.051592788142164,-6.3068482364438125,-7.34373151351309,-6.444097804845814,,,-3.5746810800810405,,-9.523776425326531,-5.616408497055298,,-6.761761710205661,-7.467949595671067,-4.640906904333464,-5.901847846387861,-6.139409959468654,-3.1717745313392527,-4.738839789012546,-5.521195658285512,-6.424659978795747,-5.369429182358617,,-4.021387949045479,,,-3.3984662644689614,-6.490465002824207,-6.1205500345388995
1964,,,,,,-4.127105815070756,,-3.05780038710542,-3.9414966732431207,-7.6474438581394635,-3.635217564992651,-6.8616066524907495,-6.929235394072268,-3.8330230426935348,,,,,,-6.2295493420652885,-2.9336167031615776,-7.5601340922311,,,-9.433834835767865,-7.489128115983551,-2.5584665841156866,-3.3712645780224992,-4.403787054744887,-1.5733858792243662,-6.205216391954867,-6.081301392263587,-4.63241213438115,-7.3087171631696854,-4.005753948603761,-8.904585162954186,-9.864612931474142,-6.297060267194944,,-7.331930762436268,-1.5054854628855416,,,-4.0517700886202626,-5.9243896571472465,-4.123515969584437,-5.196671825810014,-5.013696960891924,-2.755855289053871,-5.599684854469741,-4.439271516646178,-7.85440781375642,-1.8766916592034377,-7.198714393195594,-1.6933750929181777,-4.765100172113671,-5.854265787694409,-8.352597888716929,-8.753256722259223,-9.423667657804788,-4.253728047376228,,-5.8188998151635705,-5.283492412605552,-6.7349077016467565,-6.621858321061456,,-3.534377226420215,-1.9195532252710805,-5.290795245100904,-3.6439978419313075,,-7.304185417944423,-5.036280958513601,-2.2201813715455643,-6.023515079645874,-6.819013300550662,-1.7306277079038548,-5.518943447351166,,,-4.672732296445389,,,,-7.687130666616422,,-4.906232206191573,-8.149805986919727,-6.596850201428721,,-4.913130295028644,-6.120829572541206,,-2.56745044452105,-7.279285214050907,-9.642971109435706,-5.381139480430933,,-6.815413523851909,-7.721130357951097,,-7.031704545047798,-7.108338288505257,-4.9731444277116115,-7.106689737692232,-6.408086937068635,-2.983047145321832,-5.8310628922230645,-3.2032962900046353,-4.440410593466121,-6.172041848545035,-4.665803722012715,,-4.035776308445756,-6.8471888007955695,-4.707278142198431,-4.167324416852992,,-4.478360941843128,-6.91334743533552,,,-4.699337947921851,-7.373128482302216,,,-6.074554298202701,-6.354244825483285,-7.373620490679787,-6.435221407938808,,,-3.5619341598980157,,-9.496860231459609,-5.461304527656301,,-6.810192778327458,-7.379044593209403,-4.619285799241613,-5.883656974869247,-6.1695405750878205,-3.1976505803284194,-4.687608338278155,-5.43503359496289,-6.401006530280823,-5.390503469758494,,-3.9726837830154054,,,-3.388884885614374,-6.419039205700228,-6.208348091643835
1965,,,,,,-4.07422605398129,,-3.1086074642884363,-3.973726568171152,-7.667102271876514,-3.6641751847921,-6.8446286017562485,-6.992561726404178,-3.9132424798988517,,,,,,-6.232189606176851,-2.934411084305072,-7.577487864023139,,,-9.545269678436721,-7.541434961573344,-2.560772839321409,-3.40971798524782,-4.503521821226908,-1.537464957927373,-6.313561600809889,-6.0874725525975215,-4.564654132009011,-7.3806390662339725,-4.065236911795836,-8.919717374028197,-9.875014058697637,-6.259341452272313,,-7.140647655002807,-1.519469804001421,,,-4.0717615729673735,-6.055755114037616,-4.101712796542179,-5.227032422425751,-5.040691260431231,-2.7634616620120482,-5.592910080111835,-4.440061183105618,-8.072436796410155,-1.8941161832149174,-7.149520193515819,-1.7303957565755983,-4.841449263508572,-5.880706289389632,-8.295940896267869,-8.780805902055342,-9.409129307031336,-4.212907867270006,,-5.847528673536333,-5.2174193405373295,-6.720470315574611,-6.675740666336017,,-3.4148162322126066,-1.9984048111024997,-5.339123970668517,-3.566456388221731,,-7.278445503101537,-5.099171707028168,-2.2564155829971586,-6.053586425915054,-6.770095108681021,-1.7336086769017154,-5.529587987517534,,,-4.68478778742106,,,,-7.679070534452277,,-4.977467367495173,-8.191616114561487,-6.645358850233887,,-4.990946493561314,-6.190950010883093,,-2.5780100719199393,-7.258774939501663,-8.8645484540773,-5.369587720916588,,-6.871191028688303,-7.622472846281568,,-7.15343432557162,-7.021440526352263,-4.969220647531186,-7.130712067263172,-6.435730266124329,-2.997691739874293,-5.775199527183089,-3.2247486490570054,-4.448505410978283,-6.2521261145400295,-4.667143234274388,,-4.006800929305896,-6.823543487395934,-4.706718831298042,-4.184662236002254,,-4.473337976368411,-6.910698858463244,,,-4.668582154075862,-7.376923538799299,,,-6.129210012754472,-6.328835249874809,-7.4164358247654825,-6.439458866075663,,,-3.5933381015042425,,-9.625293730071693,-5.527245784366947,,-6.827808300985012,-7.307285603753145,-4.5733301834137645,-5.958167820949747,-6.193523789781221,-3.2378417624684683,-4.642232606177133,-5.489010468420316,-6.454645695292953,-5.454601663708786,,-3.9975967577114613,,,-3.3952387118880214,-6.296179899846109,-6.173870894248003
1966,,,,,,-4.114944630353808,,-3.104185090278234,-3.9865012381438305,-7.696891100159908,-3.699523313406125,-6.879412363114001,-7.048778879105969,-3.96627764376289,,,,,,-6.217123242732567,-2.9489084616633843,-7.583602724692145,,,-9.520053914237618,-7.606273272671855,-2.5584363270822923,-3.4481649818325675,-4.452183954336931,-1.5639920678567343,-6.26155312310491,-6.103239600144573,-4.562686652808086,-7.520171110949881,-4.073546923074115,-8.875934809745178,-9.712638755797759,-6.264861128122849,,-7.158395290949194,-1.5550904978568276,,,-4.108802836145308,-6.087639801251106,-4.288125017880857,-5.259004835933515,-5.077989856665793,-2.752674975112587,-5.619936489517526,-4.472898595227344,-8.109278225549096,-1.9035483273047102,-7.283328789689456,-1.7717693260360914,-4.913672616525002,-5.92411182184126,-8.338680351946879,-8.944898204146352,-9.374181962198232,-4.200706443264977,,-5.856440829761096,-5.237098845373568,-6.74644927544548,-6.734326363822062,,-3.662362054142859,-2.0639315168092285,-5.3860493472866136,-3.5429924927038225,,-7.273710817457827,-5.064311749951759,-2.2644584714907854,-6.096294181969837,-6.786595232809258,-1.698020377519322,-5.495316450140587,,,-4.61658065431207,,,,-7.656323580164409,,-4.959490052797943,-8.192342643642931,-6.692251743463489,,-5.089087421642359,-6.223464233180405,,-2.5802861342671637,-7.321544332514046,-8.792140870245829,-5.435747273010346,,-6.9312472445804065,-7.681023351519267,,-7.192217414977797,-6.940335543517451,-4.9695902277103965,-7.139854369750223,-6.5098554268707165,-3.1445126092966387,-5.822384402724232,-3.268941434815112,-4.4757538923816895,-6.242054665776063,-4.666886545690421,,-3.9723985061504337,-6.81027171422568,-4.695763680779306,-4.205851464087035,,-4.511514888837079,-6.972828337715272,,,-4.678805946847012,-7.359234396258509,,,-6.150221251566279,-6.267688217459773,-7.460560403928835,-6.438834897518227,,,-3.6391286981150053,,-9.717988820767282,-5.697662365368647,,-6.9310286325503725,-7.277372881385812,-4.4789647506140255,-5.968362947254715,-6.216542115489336,-3.15763995766455,-4.620637266539402,-5.476155808815953,-6.463259788799208,-5.478881455638053,,-4.05570099666061,,,-3.4140928075970187,-6.321462172961896,-6.255377516032484
1967,,,,,,-4.105446372424334,,-3.083500161238586,-3.9802302228479363,-7.6031164686036075,-3.6860265189976147,-6.864185988572366,-6.985170568242214,-4.025403818288417,,,,,,-6.16262328608472,-2.8911105729081967,-7.504907084923109,,,-9.393158010142816,-7.637918692708144,-2.5542377407458137,-3.4391263328540234,-4.42035938881425,-1.5520428454778799,-6.2339658992690445,-6.218496735818,-4.673480385155964,-7.52532501377531,-4.060472121572868,-8.798527141009309,-9.629295784651625,-6.241823290244815,,-7.074764933349478,-1.5875756675336028,,,-4.0801233670035,-6.078321592451804,-4.183883222674178,-5.207168198910079,-5.070385159559969,-2.728381801892393,-5.6277226739349935,-4.468222735939081,-7.997689699542397,-1.8784819340728394,-7.217819923858894,-1.7722815794640958,-5.008003229001281,-5.978848293623953,-8.371809703920036,-8.841968707691041,-9.289021255251008,-4.1753580008236675,,-5.841731200577405,-5.229873513010116,-6.728905204222819,-6.7792456436688635,,-3.620470091543231,-2.01375275730342,-5.351373477244055,-3.452630665498951,,-7.333448955656079,-5.084342191887259,-2.2181152830242095,-6.110064268402073,-6.7145890590189925,-1.6221678483043345,-5.480244930814333,,,-4.58647179682349,,,,-7.621105905024767,,-4.973067499623058,-8.139805369381726,-6.677623194980097,,-5.081597865233748,-6.205031577482357,,-2.5520574662596633,-7.310708899845917,-8.725551981306483,-5.545540440543295,,-6.8391835095945215,-7.626874798676458,,-7.139208269039912,-6.934441488911332,-4.965115657127878,-7.164989876192351,-6.512462778169418,-3.286599142285535,-5.776234137874926,-3.23911971054204,-4.437543614986577,-6.292623194119983,-4.738480152389357,,-3.976885612013616,-6.744108994352372,-4.671295850843258,-4.207478187422485,,-4.46240547749923,-6.9179662245510425,,,-4.595544273282968,-7.320064885632885,,,-6.182492447282467,-6.142138900026621,-7.545591566129724,-6.397579341563636,,,-3.6252086336856593,,-9.679909542121244,-5.6051790109501045,,-6.986192841197841,-7.256193474214866,-4.476403300750816,-5.93477974366726,-6.236869641370513,-3.154079427337445,-4.536799180451716,-5.449798398461713,-6.505045727406399,-5.533316362093828,,-4.045424875588138,,,-3.3652106720250856,-6.180617121468215,-6.268038745758483
1968,,,,,,-4.1224509906644204,,-3.055804381648045,-3.9836785841944753,-7.6390246601096035,-3.690645038026201,-6.83409625907408,-6.99567244242246,-4.0391652944320295,,,,,,-6.330187753394824,-2.836940829545748,-7.514179123412207,,,-9.335484077320011,-7.5571254687886675,-2.547705721568253,-3.4484569417692885,-4.441759927207414,-1.6266673261540276,-6.148855693780501,-6.224876387666013,-4.642978633147154,-7.451105859771307,-4.043375345976118,-8.893456701229777,-9.569082347756254,-6.225896863884472,,-7.0861204666676745,-1.5760320542212014,,,-4.070378588302733,-6.144816826939044,-4.114793731791359,-5.205129184216743,-5.022493542283552,-2.707016084589924,-5.626908681972385,-4.461383963999285,-7.928134308891673,-1.8822319460975816,-7.238532923959291,-1.7773945587477709,-5.046431957940303,-6.021331049786607,-8.342264521386348,-8.847239844009327,-9.276755576887227,-4.156605194422784,,-5.812364874752994,-5.223878011145979,-6.705556418749515,-6.797470674656218,,-3.626980757350429,-2.0167849456490217,-5.322688828927019,-3.4001023051910764,,-7.458656612580836,-5.089324497998634,-2.201017082529793,-6.143573826003848,-6.767899312793686,-1.548201290384565,-5.528618939064637,,,-4.519613404344053,,,,-7.633017415665693,,-4.934669970414038,-8.181610689968057,-6.672557335324209,,-5.0632441846877665,-6.1751217967897745,,-2.514312931731016,-7.276596694119121,-8.647067322837728,-5.54307455304674,,-6.84457939398135,-7.543512336496791,,-7.390523526495431,-6.956546289272792,-4.964598005924371,-7.177002152579449,-6.54306003069064,-3.2663660796360574,-5.805402648500753,-3.2217199142778323,-4.447368365204884,-6.333628623653368,-4.786679591565669,,-3.972510220703171,-6.71939077708509,-4.720505171525138,-4.19085866230769,,-4.382424046863088,-6.936150393105983,,,-4.573562117453681,-7.294708975783774,,,-6.21733070998946,-6.0747769370753595,-7.491862661871275,-6.397009033723556,,,-3.6369988989884003,,-9.562392874402196,-5.6057679855500275,,-7.035543295322777,-7.273843859543597,-4.453199349526557,-5.91594809363513,-6.201997859639739,-3.1307028455901698,-4.48704720043399,-5.430580650297415,-6.497603377925936,-5.56365847568175,,-3.982738648714978,,,-3.379140556232562,-6.158649185449612,-6.390330395045533
1969,,,,,,-4.0596386097079336,,-3.013452593320997,-3.965856893407791,-7.708716726617084,-3.661707114475238,-6.82613273846372,-6.999804697236263,-4.028298681183154,,,,,,-6.326256013289104,-2.8485560904293443,-7.407416510455497,,,-9.41875520659439,-7.5867333323106205,-2.527856506328197,-3.4244793009369605,-4.406370768435648,-1.561704152470659,-6.086471316411595,-6.190799210510763,-4.564505373335004,-7.383902135076648,-4.00977133698175,-8.945610445968889,-9.508718492357206,-6.2013504560061765,,-6.98485576200938,-1.533778677985893,,,-4.039126688024762,-6.096333615309552,-4.050558913927443,-5.209721957752146,-4.977293914251321,-2.648728856667553,-5.597491669258515,-4.396704174682524,-7.924415756837994,-1.844407483814713,-7.199782279171249,-1.7889987003598762,-4.997482577621099,-6.060967625678083,-8.395291435542967,-8.792760695354971,-9.26161634111083,-4.078672515051535,,-5.78846469216664,-5.1503330776861755,-6.733151628972548,-6.7896419814624185,,-3.6249939227430534,-1.9498948585457274,-5.30556583500822,-3.341045262442643,,-7.440265753407553,-4.980059552937517,-2.1727429348576237,-6.131366764907241,-6.762870306820902,-1.4637636558972797,-5.494468774088599,,,-4.422371866262889,,,,-7.597137711934711,,-4.899048944410312,-8.210319098120566,-6.572768205508584,,-4.985718930009929,-6.17318163019954,,-2.5072831999769,-7.282554544686951,-8.625565761788305,-5.530784587943986,,-6.821353565827639,-7.600493515214785,,-7.41185780607616,-6.91563212158135,-4.9614031148733115,-7.13932584203576,-6.657234659229955,-3.021907976070528,-5.786149057553983,-3.170364698136069,-4.439894139756266,-6.31269143360946,-4.71740729429829,,-3.927679560958051,-6.662873404177752,-4.705211919595909,-4.168506088485886,,-4.384407061645806,-6.916490771338005,,,-4.537350510341991,-7.227281367349713,,,-6.347339718366573,-5.942823724605381,-7.45847357043747,-6.3905861497954515,,,-3.6218390751214766,,-9.654400462465208,-5.4644220203627825,,-7.044230635452886,-7.1849017796519234,-4.384014884873398,-5.867835464374492,-6.193465538042998,-3.114872947369154,-4.429220145640748,-5.412956874534483,-6.437844842154872,-5.529413586086186,,-3.957525506403263,,,-3.3407929327259485,-6.241707703539756,-6.19103702332659
1970,-9.342841311099683,-5.27222232629728,-11.41112961154235,-6.687637192893533,-4.388416913914927,-4.031915863518712,-9.566213070515861,-2.976203048556675,-3.905148323907561,-7.521079360281211,-3.605570085996739,-6.73248253335235,-7.025951084121022,-3.958632534632919,-5.053488263791861,-7.048420828053761,-7.129716094487367,-9.45722993382428,-5.5670310546236195,-6.349809458654249,-2.7194132438762946,-7.311033543599832,-6.470404913510219,-9.125173516543017,-9.274578350730529,-7.543673714173368,-2.5011337822625723,-3.3634449360740266,-4.402688635525211,-1.4455612445066066,-5.982195429998914,-6.152537219260017,-4.536134650965575,-7.265957606160734,-3.932908150806819,-8.804633951605107,-9.387080028007077,-6.117070229090878,-9.911844106763613,-6.950042249671334,-1.4867827880872895,-8.337819992429068,-9.741850147797674,-4.02802241250788,-5.959085997244811,-3.9136834782319134,-5.137906458796133,-4.8363536876710995,-2.61046474255922,-5.598724600273462,-4.3218556362514935,-7.820148886377999,-1.7865071253704912,-7.0348233182469055,-1.7644311499728733,-4.9052670434165115,-6.088536944266384,-8.255222382879715,-8.710068095835899,-9.237019825799038,-3.9911553895172993,-10.144371129146887,-5.729572688965208,-5.057518282257629,-6.707328709123443,-6.745213932372426,-4.507934856953755,-3.557287414425284,-1.9352264334283422,-5.292285172730036,-3.1854291839296476,-5.100772070975237,-7.373556881032004,-4.864432843307039,-2.045196988188348,-6.005739761820491,-6.8759200607492215,-1.3651928800718878,-5.571438135869306,-6.031861282385211,-10.233911201451363,-4.3418473169578515,-3.9510783763087165,-7.8819209491722955,-5.740630359790842,-7.535291851690311,-9.320784871035052,-4.867242984573121,-8.16532122815648,-6.570864307423891,-8.136785773095763,-5.032262876356498,-6.1174353002288875,-9.673758969038744,-2.446581525979367,-7.22309939037234,-8.520251161499548,-5.458061641205216,-8.069066973128947,-6.863242499295888,-7.489559922900741,-10.617687894374734,-7.223753906063372,-6.879457986962237,-4.88085551347061,-7.060085571527486,-6.595743625471956,-2.944491848490703,-5.767388434958788,-3.1114696840239464,-4.6375313719944256,-6.257698947190123,-4.741527309750975,-6.993781006889357,-3.8341449938406953,-6.487030367755159,-4.650014788276609,-4.106315045652506,-3.3643603523888626,-4.312376934956845,-6.844886040934149,-7.928528850557385,-6.204083437622366,-4.474222802943842,-7.150637307754375,-3.582411915061666,-5.742044563440471,-6.267143020548021,-5.780987186804062,-7.2663357999131915,-6.3631817526508385,-10.389440201881651,-8.016672212472095,-3.55666449151626,-8.574195443479931,-9.38658997141248,-5.464826091644799,-10.19640837067481,-6.954448062461752,-7.16978262120846,-4.086760591212785,-5.88184754383451,-5.9236735525263775,-3.0514756442198063,-4.32177400333754,-5.328749104994962,-6.239818451570233,-5.4622455244852315,-9.621735312286965,-3.8331615194818234,-11.436659314235282,-4.9032365218672105,-3.285781664155534,-6.34589743169343,-5.9931978195293105
