date,indicator,AFG,ALB,DZA,AGO,AIA,ATG,ARG,ARM,ABW,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BTN,BOL,BIH,BWA,BRA,BRN,BGR,BFA,BDI,CPV,KHM,CMR,CAN,CAF,TCD,CHL,HKG,MAC,CHN,COL,COM,COD,COG,CRI,CIV,HRV,CYP,CZE,DNK,DJI,DMA,DOM,ECU,EGY,SLV,GNQ,ERI,EST,SWZ,ETH,EMU,FJI,FIN,FRA,GAB,GMB,GEO,DEU,GHA,GRC,GRD,GTM,GIN,GNB,GUY,HTI,HND,HUN,ISL,IND,IDN,IRN,IRQ,IRL,ISR,ITA,JAM,JPN,JOR,KAZ,KEN,KIR,KOR,Unnamed: 95,KWT,KGZ,LAO,LVA,LBN,LSO,LBR,LBY,LTU,LUX,MDG,MWI,MYS,MDV,MLI,MLT,MHL,MRT,MUS,MEX,FSM,MDA,MNG,MNE,MAR,MOZ,MMR,NAM,NPL,NLD,NZL,NIC,NER,NGA,MKD,NOR,OMN,PAK,PLW,PAN,PNG,PRY,PER,PHL,POL,PRT,QAT,ROU,RUS,RWA,WSM,SMR,STP,SAU,SEN,SRB,SYC,SLE,SGP,SVK,SVN,SLB,SOM,ZAF,SSD,ESP,LKA,KNA,LCA,VCT,SDN,SUR,SWE,CHE,SYR,TJK,TZA,THA,TGO,TON,TTO,TUN,TUR,TKM,TUV,UGA,UKR,ARE,GBR,USA,URY,UZB,VUT,VEN,VNM,PSE,YEM,ZMB,ZWE,Unnamed: 39,BMU,CYM,CMQ,CUW,PYF,Unnamed: 100,MSR,NRU,ANT,NCL,SXM,TLS,TCA,Unnamed: 20,CUB,CSK,Unnamed: 61,FRO,GIB,GRL,GLP,GGY,GUF,IMN,JEY,Unnamed: 112,MTQ,REU,SPM,TWN,Unnamed: 212,YMN,YMD,YUG,Unnamed: 94,Unnamed: 97,Unnamed: 90
1988,NGDP_R_PC_CP_A_SA_PT,,-1.40000000000015,,,,,,,,4.43499300123393,,,,,,,,,,,,,,,,,,,,,,,4.41011097658265,,,,,,,4.06417324517184,,,,,,,,,,,,,,,,,,,,,,,,4.621902049257,,,,,,,,,,,,,4.60985409177418,-0.0652631433040804,-0.0897691731515168,,,-9.49277166266421,,,2.70937533255294,,,7.26161090722598,,,,,11.9877770592705,,,,,,,,,,,,,,,,,,,,,1.24543805792212,,,,,,,,,,,0.972993143336903,,,,,-0.508783550113206,,,,-13.3798440287884,,,-9.42167056816741,,,,4.70000123180902,,,,,,,,-0.592431001656158,,,,11.2637506873617,,,,,4.20010465419875,,,2.69836614275106,,,,,,2.60160592666508,3.31105323907661,,,,,,,,,2.12122428768334,,,,,,5.7873999605602,4.17705519569403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,NGDP_R_PC_PP_PT,,-1.40000000000015,-1.89999753775832,6.1288904761999,13.9971317353001,5.21327290002555,-1.95665290592643,,,4.43499300123393,,,2.25509683670332,5.95179825448782,2.38819703760788,3.50000339125439,5.30818828242782,,10.8609464986227,3.4275704345289,15.0791212603227,2.90950215798106,,23.4195418978783,-0.0599364294160429,-0.360069530668004,,5.79559688228607,5.03142509688921,5.99733523542315,9.61600841135093,-7.86472989655365,4.41011097658265,1.7176820785571,7.5444968188964,7.28784191455174,8.51156518332741,,11.1999999999999,4.06417324517185,5.06792455303569,0.464576074332109,21.9078576573801,3.43871325568496,1.14000000000002,,,,-0.0136011571466048,,7.81662920870757,2.15596066766679,10.485772677252,3.99377595893589,1.87759894344477,2.65526210348991,,,7.57105905945301,0.574320057863472,,3.46150961207758,5.21715032264972,4.74314217495716,3.4999999999993,1.70248989146577,,,6.17740100878797,,2.91649014804949,3.89168523546661,6.30811709050282,1.95836956945192,-5.98067380517171,0.558841817860509,4.60985409177418,-0.065263143304064,-0.0897691731515376,,6.97904270163516,-9.49277166266421,,,3.56386534238645,,-3.9925711931187,,2.24089903193581,,6.0908480085301,9.14930617349198,11.9877770592705,,-10.0496135147498,,-2.10000225247297,,,7.7382857937689,,7.57902335894396,,,3.40692920969058,3.17729294640984,9.93771967688288,8.72198898930901,0.0538140698452177,,,,,1.24543805792212,,,5.14586337132484,,10.4146322541354,8.2,-11.352438978525,,7.69665529561378,,,-12.3999999999998,6.87114427179857,9.89952702392432,,-0.255347257776591,5.24511519349145,6.43616580597039,,-13.3798440287884,2.90928879400558,5.91537206602057,-9.42167056816741,6.69693110560327,,,4.70000123180902,,,0.296003946718895,2.87103859428925,,1.99872992634562,13.1093129393982,-0.592431001656282,,5.32641038591487,2.05808390052395,11.2637506873617,,,1.25019632330713,,4.20013254933292,,,2.69836614275105,10.3529133212455,13.8985053920215,13.168375261381,,10.8000000000003,2.60160592666508,3.27759625252431,12.7206241779953,,4.3999999999998,13.2881070359056,10.1241348311791,-3.50000000000027,-3.9197240514268,0.0711382113823465,2.12122428768332,,,8.29437597393327,,-2.6232947743369,5.78739996056021,4.17705519569403,1.46670662966884,,-1.69462658605126,6.17251557887832,5.10001623347354,,,9.27054674705257,7.55322744170328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,NGDP_R_PC_PP_SA_PT,,-1.40000000000015,,,,,,,,4.43499300123393,,,,,,,,,,,,,,,,,,,,,,,4.41011097658265,,,,,,,4.06417324517184,,,,,,,,,,,,,,,,,,,,,,,,4.621902049257,,,,,,,,,,,,,4.60985409177418,-0.0652631433040804,-0.0897691731515168,,,-9.49277166266421,,,2.70937533255294,,,7.26161090722598,,,,,11.9877770592705,,,,,,,,,,,,,,,,,,,,,1.24543805792212,,,,,,,,,,,0.972993143336903,,,,,-0.508783550113206,,,,-13.3798440287884,,,-9.42167056816741,,,,4.70000123180902,,,,,,,,-0.592431001656158,,,,11.2637506873617,,,,,4.20010465419875,,,2.69836614275106,,,,,,2.60160592666508,3.31105323907661,,,,,,,,,2.12122428768334,,,,,,5.7873999605602,4.17705519569403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,NGDP_R_XDC,,,3407404.24657705,290540.682738509,303.84,1623.00958206582,321698.479771295,,,,,,7494.74797538835,3556.09337233604,2111915.97862598,7786.84625509555,41593.1112440396,,834.857259268859,2167648.11117283,10819.47611689,14758.9427170705,,27824.5307803,,12948.3727139883,,1133157.29605046,1144073.9926345,39581.7077080968,7090918.21110353,7160570.95459523,,609863.714662404,1287589.96173593,,,,6270384.84868514,,198059.258157599,9584700.63699992,754429.943276983,,8425771.7712735,,,,,,729.1735,,29300.0369181834,627657.882499254,9355.15408416206,57958.4700441337,,,16447.8146751763,259197.612704465,,5207.4427419861,,,2905241.6059465,24889.099561121,,,31734.1503774984,,1068.73540759022,97202.8828222192,18892577.4032771,218319.602833753,173474.846986839,12747.7163403984,76005.2441777775,,,,2461207400.0,2522449091.79695,,,,,591470.761486848,,8536.63290091559,,1669430.42453964,115.068328400136,382035700.0,,16205.5990912847,,18244086.8330317,,,8811.96893484538,,,,,4297264.60232624,442283.133438566,268701.745702623,11980.9152855407,1342672.45611547,,,,97094.7989911305,8650739.606,,,5490655.34716777,,330542.772089773,,,,245145.006216795,,109841.0,,1087148.51766436,,,,9435.33605676123,3515921955.39435,,7662.03729546319,19291.9053074435,80608487.85279,159616.874914667,5082938.82174,,,50400.5498175894,,,1820529.62584288,1000.39640625939,,508518.233070554,956849.476536324,4182814680.62423,,3111.19177285485,6381886.26057653,,,,2009.14044414746,,1637267.0,,,2047529.53597417,861.317576143615,1932.61,747.629005,,5183.67852957033,,,537617.825535475,,25196932.4562666,3022203.593734,1034504.91462581,567.919206208099,54233.1056960717,24227.6932697444,,,,19638619.8852711,,364141.702859582,,,308847.925858534,,28301.1203427128,,512012701.940117,,,44183.2839791816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,NGDP_R_PC_CP_A_PT,,9.80000000000014,4.79999802659037,0.0416214618443574,9.21246540383165,5.25227465609092,-7.00684788027294,,,4.30844342711979,,,2.2999945297578,1.01335535842835,4.29827119419879,3.59999833514616,3.00233371940164,,15.4736584539518,-2.84903560056964,6.19380821234909,3.79012673018479,,4.66512244938111,4.02448103090975,2.20560747663555,,2.15026350078123,1.3493626506804,5.69812272420108,3.32704510375572,-1.7697051032639,2.31697930309981,5.36757014727073,1.95200229929096,10.6048913053229,2.27694044103077,,4.19999999999989,3.41409610863212,-0.815650322042185,-1.26011560693617,21.2694244790433,5.66577301161752,2.9500000000001,,,,0.645187428614149,,-0.191138452323332,4.40054153447425,0.284575981787169,2.99251868541141,0.962187982769607,-1.22917801816323,,,9.40798581820161,-0.457262883028716,,13.8877556291219,5.08714367418156,4.3438610695807,15.430548102915,4.3314500941617,,,4.30763659198523,,3.7584593079021,3.9432644784932,4.00347640306531,2.92536737696177,-4.94444444444405,-1.13071669395392,4.32585405296139,0.736424821486487,0.258485181454812,,9.08461784309971,5.20459307494049,,,1.41925089468046,,4.69999740272963,,-10.4020849591045,,4.55422621337721,-3.10101084276387,7.0728658674801,,25.8959376687613,,9.89284627291884,,,5.52022142113936,,7.19941714439096,,,4.07488065762097,1.34469308150258,9.05960086602427,9.29238410851822,10.6920066424428,,,,,4.19829316314657,,,4.18294077292496,,2.36589623779651,6.49999999999996,3.69529708746103,2.13636989128939,4.32769801701818,,1.47560220647344,-1.69436330093095,0.957037284842263,7.20023799953369,,1.03828996934827,2.98340800381062,4.80831101978149,,1.56224685814773,-1.42369020501154,6.93520391012337,-13.4218170890516,6.18391820322585,,,5.30000284384107,,,-5.70585341859301,5.81929889540124,,3.13531566812066,-0.503015881390733,3.97785608510617,,10.285654610364,4.9518267186998,10.1586103187977,,,4.26425672369636,,2.3947841586016,,,2.25031499370023,6.01327221872084,8.9825863352356,3.2734690140924,,2.29999999999986,2.74616879981654,4.33079405311166,-6.06702042957186,,3.80000000000014,12.1935865275032,4.09999999918634,1.09999999999999,-0.829914211115265,2.57946582715473,0.252928996409252,,,6.40329648767039,,15.7327564590466,2.58289506833058,3.67264756000784,1.10390105387532,,1.53326403326389,-7.83187116438073,7.80009782300905,,,-3.65814522626842,5.21602513747056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,NGDP_R_PC_CP_A_SA_PT,,9.80000000000014,,,,,,,,4.30844342711979,,,,,,,,,,,,,,,,,,,,,,,2.31697930309981,,,,,,,3.4140961086321,,,,,,,,,,,,,,,,,,,,,,,,4.46579253893208,,,,,,,,,,,,,4.32585405296139,0.736424821486512,0.258485181454822,,,5.20459307494049,,,1.51063036180529,,,5.3011611726691,,,,,7.0728658674801,,,,,,,,,,,,,,,,,,,,,4.19829316314657,,,,,,,,,,,1.47560220647344,,,,,1.03331664064598,,,,1.56224685814773,,,-13.4218170890516,,,,5.30000284384107,,,,,,,,3.97785608510611,,,,10.1586103187977,,,,,2.39478209255322,,,2.25031499370024,,,,,,2.74616879981654,4.39224023297888,,,,,,,,,0.252928996409244,,,,,,2.58289506833057,3.67264756000784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,NGDP_R_PC_PP_PT,,9.80000000000014,4.79999802659037,0.0416214618443574,9.21246540383165,5.25227465609092,-7.00684788027294,,,4.30844342711979,,,2.2999945297578,1.01335535842835,4.29827119419879,3.59999833514616,3.00233371940164,,15.4736584539518,-2.84903560056964,6.19380821234909,3.79012673018479,,4.66512244938111,4.02448103090975,2.20560747663555,,2.15026350078123,1.3493626506804,5.69812272420108,3.32704510375572,-1.7697051032639,2.31697930309981,5.36757014727073,1.95200229929096,10.6048913053229,2.27694044103077,,4.19999999999989,3.41409610863212,-0.815650322042185,-1.26011560693617,21.2694244790433,5.66577301161752,2.9500000000001,,,,0.645187428614149,,-0.191138452323332,4.40054153447425,0.284575981787169,2.99251868541141,0.962187982769607,-1.22917801816323,,,9.40798581820161,-0.457262883028716,,13.8877556291219,5.08714367418156,4.3438610695807,15.430548102915,4.3314500941617,,,4.30763659198523,,3.7584593079021,3.9432644784932,4.00347640306531,2.92536737696177,-4.94444444444405,-1.13071669395392,4.32585405296139,0.736424821486487,0.258485181454812,,9.08461784309971,5.20459307494049,,,1.41925089468046,,4.69999740272963,,-10.4020849591045,,4.55422621337721,-3.10101084276387,7.0728658674801,,25.8959376687613,,9.89284627291884,,,5.52022142113936,,7.19941714439096,,,4.07488065762097,1.34469308150258,9.05960086602427,9.29238410851822,10.6920066424428,,,,,4.19829316314657,,,4.18294077292496,,2.36589623779651,6.49999999999996,3.69529708746103,2.13636989128939,4.32769801701818,,1.47560220647344,-1.69436330093095,0.957037284842263,7.20023799953369,,1.03828996934827,2.98340800381062,4.80831101978149,,1.56224685814773,-1.42369020501154,6.93520391012337,-13.4218170890516,6.18391820322585,,,5.30000284384107,,,-5.70585341859301,5.81929889540124,,3.13531566812066,-0.503015881390733,3.97785608510617,,10.285654610364,4.9518267186998,10.1586103187977,,,4.26425672369636,,2.3947841586016,,,2.25031499370023,6.01327221872084,8.9825863352356,3.2734690140924,,2.29999999999986,2.74616879981654,4.33079405311166,-6.06702042957186,,3.80000000000014,12.1935865275032,4.09999999918634,1.09999999999999,-0.829914211115265,2.57946582715473,0.252928996409252,,,6.40329648767039,,15.7327564590466,2.58289506833058,3.67264756000784,1.10390105387532,,1.53326403326389,-7.83187116438073,7.80009782300905,,,-3.65814522626842,5.21602513747056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,NGDP_R_PC_PP_SA_PT,,9.80000000000014,,,,,,,,4.30844342711979,,,,,,,,,,,,,,,,,,,,,,,2.31697930309981,,,,,,,3.4140961086321,,,,,,,,,,,,,,,,,,,,,,,,4.46579253893208,,,,,,,,,,,,,4.32585405296139,0.736424821486512,0.258485181454822,,,5.20459307494049,,,1.51063036180529,,,5.3011611726691,,,,,7.0728658674801,,,,,,,,,,,,,,,,,,,,,4.19829316314657,,,,,,,,,,,1.47560220647344,,,,,1.03331664064598,,,,1.56224685814773,,,-13.4218170890516,,,,5.30000284384107,,,,,,,,3.97785608510611,,,,10.1586103187977,,,,,2.39478209255322,,,2.25031499370024,,,,,,2.74616879981654,4.39224023297888,,,,,,,,,0.252928996409244,,,,,,2.58289506833057,3.67264756000784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,NGDP_R_XDC,,,3434663.48054966,280516.742468011,321.31,1671.88889597191,317395.468160501,,,,,,7573.60480084217,3680.65096086114,2209119.54283623,7529.88070474727,40653.248442999,,928.43524401235,2362219.173367,11803.8016298503,15443.1359280323,,30269.5365386,,13088.8756610189,,1126325.17908273,1183638.54382833,39855.7889619509,7170185.26760112,6719400.06585732,,596933.922069036,1328818.73326895,,,,6514189.82696402,,212642.076799555,8955147.06512812,762000.0,,8333930.85896662,,,,,257787.987122321,768.6849,,30181.3660649845,642405.838026821,9807.13825856456,59428.6011532316,,,18069.3322091922,265941.010125888,,5509.60088849359,,,3054762.321308,26306.7698931223,,,32837.0844593989,,1114.05869390411,100217.447882326,19709504.0735151,228318.019549818,168253.365619321,12691.6712532677,76078.8783999997,,,,,2978510899.71598,,,,,620306.024114765,,8635.83573588403,,1738439.45699575,113.536699670187,419518100.0,,11955.0499231607,,19463960.0028793,,15645870.0128721,9269.41252212442,,,,,4431721.93164926,467459.181346241,292905.051508256,11495.8333544201,1467679.99743959,,,32884.4034170514,104072.74657609,9089185.5959,,,5354177.77305651,,343879.286311008,,,18795.0532917997,256507.565116591,,111005.0,,1072923.62818809,19305633.16,,,10225.8052966335,3677257397.98891,,8282.58514077737,18713.9601373022,83932203.8319137,151493.0,5239629.18043,,,43019.7408584086,,73747439.0620107,1828156.92500619,935.927788767274,,497571.637039319,1102227.69263377,4154553988.86734,,3343.12384926611,6484685.89570934,,,,2053.3415339187,,1632064.0,,,2173934.78421285,908.29751141896,2123.75,783.559925,,5105.92335162678,,,593303.064357963,,26972093.1902543,3373470.0,1095512.19109663,594.611408899879,55051.5742869716,25941.6916030253,,,,20914623.1566463,,449941.609645545,,,309766.280128224,,31611.4894229841,,537856450.043648,,147959.402583236,43927.6677215167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,NGDP_R_PC_CP_A_PT,,-9.99999999999993,0.799999999999828,-3.4500986836049,5.74973670352817,3.01164666223811,-1.33759152789691,,,1.40545285263801,,,1.05216113620866,3.50265236267619,4.60262459274023,-3.2999951704469,-2.25965976799892,,11.2088604015306,8.97613691038141,9.09771880196396,4.63578742785179,,8.78723087050613,0.426086956521756,1.08510119483053,,-0.602927501022402,3.45821611613802,0.69244423680595,1.11786730769883,-6.16111329020199,0.164672536211564,-2.12011180244188,3.20201094744754,3.6713292668756,3.83054168805114,,3.88819800000002,4.28199833207558,7.36285633785025,-6.56831752722175,1.00341413944087,3.55209742895806,-1.08999999999997,,,,1.47524426112958,,5.41865550517128,-5.45431789660382,3.00794551645821,2.34968060447876,4.83139208971118,2.53652504625886,,,9.85855912191884,2.60164333732186,,5.80242859074141,0.670275844293903,2.92393513428662,5.14658454069563,5.69594865623756,,,3.47554312556151,,4.24083323075117,3.10131240204093,4.3240615232112,4.57971551170266,-3.00993571011139,-0.43964805643729,0.0968804495252614,-3.49665976181698,1.16941261085754,,,18.0801194126038,,,6.63291156797279,,4.8751797223975,,1.16208388154772,,4.13368724097262,-1.33106020678685,9.87757669602245,,-26.2288925215355,,6.68640300285663,,,5.19116205085742,,3.72013163542709,,,3.12890505393207,5.69229210979441,9.00749853423698,-4.04878859051803,9.31035270402312,,,,,5.06830640926819,,,-2.48563359894112,,4.0347317646422,1.0000000000003,2.81693022114027,7.93559904341677,4.63503584068422,,1.05714597902098,-0.132159515684323,-1.30845871057537,8.19604272522184,,1.93241982650378,8.37775395721946,4.58870943784828,,8.09899275329311,-2.99579103738555,4.1232828795816,-5.08960905230734,3.08267252833788,,,-14.6443024647421,,,0.418960452773675,-6.44430718550583,,-2.15264573015148,15.1934258901094,-0.675638150736161,,7.45476631928857,1.61080331010979,9.82104913117241,,,2.19999999999979,,-0.317785675763333,,,6.173549441793,5.45442663386582,9.89025204257455,4.80598261433157,,-1.49999999999991,1.02872177744285,3.6746256332907,10.3577739013815,,7.0451462179723,11.6228571428572,5.89724375479519,4.69999999999988,1.50916784203119,7.07454198878004,9.25502294147634,,,6.49741824440626,,23.5622303384045,0.716882957994567,1.88596032216239,0.297348368824932,,11.6969541847967,6.87520947380182,5.04748183113502,,,-0.578536121908335,6.98322632024289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,NGDP_R_PC_CP_A_SA_PT,,-9.99999999999993,,,,,,,,1.40545285263801,,,,,,,,,,,,,,,,,,,,,,,0.164672536211564,,,,,,,4.28199833207559,,,,,,,,,,,,,,,,,,,,,,,,2.9937472411739,,,,,,,,,,,,,0.0968804495252614,-3.496659761817,1.16941261085757,,,18.0801194126038,,,5.06460897789207,,,5.61786164266736,,,,,9.87757669602245,,,,,,,,,,,,,,,,,,,,,5.06830640926819,,,,,,,,,,,1.05714597902098,,,,,1.92712181371529,,,,8.09899275329311,,,-5.08960905230734,,,,-14.6443024647421,,,,,,,,-0.675638150736261,,,,9.82104913117241,,,,,-0.317758555856144,,,6.17354944179298,,,,,,1.02872177744285,3.56586443043831,,,,,,,,,9.25502294147635,,,,,,0.716882957994575,1.88596032216239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,NGDP_R_PC_PP_PT,,-9.99999999999993,0.799999999999828,-3.4500986836049,5.74973670352817,3.01164666223811,-1.33759152789691,,,1.40545285263801,,,1.05216113620866,3.50265236267619,4.60262459274023,-3.2999951704469,-2.25965976799892,,11.2088604015306,8.97613691038141,9.09771880196396,4.63578742785179,,8.78723087050613,0.426086956521756,1.08510119483053,,-0.602927501022402,3.45821611613802,0.69244423680595,1.11786730769883,-6.16111329020199,0.164672536211564,-2.12011180244188,3.20201094744754,3.6713292668756,3.83054168805114,,3.88819800000002,4.28199833207558,7.36285633785025,-6.56831752722175,1.00341413944087,3.55209742895806,-1.08999999999997,,,,1.47524426112958,,5.41865550517128,-5.45431789660382,3.00794551645821,2.34968060447876,4.83139208971118,2.53652504625886,,,9.85855912191884,2.60164333732186,,5.80242859074141,0.670275844293903,2.92393513428662,5.14658454069563,5.69594865623756,,,3.47554312556151,,4.24083323075117,3.10131240204093,4.3240615232112,4.57971551170266,-3.00993571011139,-0.43964805643729,0.0968804495252614,-3.49665976181698,1.16941261085754,,,18.0801194126038,,,6.63291156797279,,4.8751797223975,,1.16208388154772,,4.13368724097262,-1.33106020678685,9.87757669602245,,-26.2288925215355,,6.68640300285663,,,5.19116205085742,,3.72013163542709,,,3.12890505393207,5.69229210979441,9.00749853423698,-4.04878859051803,9.31035270402312,,,,,5.06830640926819,,,-2.48563359894112,,4.0347317646422,1.0000000000003,2.81693022114027,7.93559904341677,4.63503584068422,,1.05714597902098,-0.132159515684323,-1.30845871057537,8.19604272522184,,1.93241982650378,8.37775395721946,4.58870943784828,,8.09899275329311,-2.99579103738555,4.1232828795816,-5.08960905230734,3.08267252833788,,,-14.6443024647421,,,0.418960452773675,-6.44430718550583,,-2.15264573015148,15.1934258901094,-0.675638150736161,,7.45476631928857,1.61080331010979,9.82104913117241,,,2.19999999999979,,-0.317785675763333,,,6.173549441793,5.45442663386582,9.89025204257455,4.80598261433157,,-1.49999999999991,1.02872177744285,3.6746256332907,10.3577739013815,,7.0451462179723,11.6228571428572,5.89724375479519,4.69999999999988,1.50916784203119,7.07454198878004,9.25502294147634,,,6.49741824440626,,23.5622303384045,0.716882957994567,1.88596032216239,0.297348368824932,,11.6969541847967,6.87520947380182,5.04748183113502,,,-0.578536121908335,6.98322632024289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,NGDP_R_PC_PP_SA_PT,,-9.99999999999993,,,,,,,,1.40545285263801,,,,,,,,,,,,,,,,,,,,,,,0.164672536211564,,,,,,,4.28199833207559,,,,,,,,,,,,,,,,,,,,,,,,2.9937472411739,,,,,,,,,,,,,0.0968804495252614,-3.496659761817,1.16941261085757,,,18.0801194126038,,,5.06460897789207,,,5.61786164266736,,,,,9.87757669602245,,,,,,,,,,,,,,,,,,,,,5.06830640926819,,,,,,,,,,,1.05714597902098,,,,,1.92712181371529,,,,8.09899275329311,,,-5.08960905230734,,,,-14.6443024647421,,,,,,,,-0.675638150736261,,,,9.82104913117241,,,,,-0.317758555856144,,,6.17354944179298,,,,,,1.02872177744285,3.56586443043831,,,,,,,,,9.25502294147635,,,,,,0.716882957994575,1.88596032216239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,NGDP_R_XDC,,,3393447.51878307,283297.671270951,310.39,1708.28376679857,350716.035817803,,,,,,7256.89304766584,3764.80823575771,2301978.77581123,7236.21472826029,40165.4094616828,,1034.80924523252,2462041.81757844,12381.7204391842,16256.4527753246,,32157.5412545,,13500.9123933221,,1228482.65312541,1252064.95596025,40415.1513556167,7714552.00500198,6466478.81523463,,601082.291234172,1467046.75792347,,,,7120009.48087168,,199552.836294227,8198840.74927928,780252.7,8939513.74412709,8337264.4313102,,,,,246299.668899717,779.035,,31724.5274745201,655896.360625384,9953.69210170686,58688.5922491548,,,18387.4001001317,246745.666196251,,5360.84166450427,,,3241821.98596057,26875.8347447003,,,34387.5342029111,,1129.91197881944,103223.971318796,20201560.1958706,244996.599748683,178392.1643912,12851.8049954196,78552.9882666664,,,,,3299414454.82164,,,,,625480.153130187,,8843.64463224964,,1761722.37863882,113.688308055085,462954800.0,,7052.54809821465,,20242264.262828,,21622592.3577893,9711.25538528201,,,,,4152241.96495942,508269.465410106,320869.998428737,12288.5851876729,1580399.01521452,,,,108688.837308732,9472953.7997,,,4861664.86456891,,368693.918778521,99587.6452235866,,19799.194546107,272837.9404656,,108608.0,,1099637.91071956,19199060.32,,,10843.8031993309,3865783816.1265,,9062.62995493256,20501.1321854664,86864501.4012392,154854.0,5216763.95842,,,41921.4514880445,,70060067.1089102,1749546.17723092,913.065116110326,,503547.485845238,1267648.70484857,4260737136.57979,,3435.40830795251,5966397.35345843,,,,2176.54202595383,,1615445.0,,,2409167.51546036,928.918292533575,2131.74,800.961713,,4401.34256293871,,,656945.923027179,,27530910.5145196,3656936.0,1089045.17698154,629.693482024973,56765.0038604441,27015.2552394995,,,,21286571.3559276,,459576.120442119,,,320728.315562944,,32606.290342803,,569100445.148784,,157271.218537635,43634.9314019297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,NGDP_R_PC_CP_A_PT,,-27.9999999999998,-1.19999999999983,0.991359295874175,-3.39858703432822,2.1768713767013,10.4981233192821,,,-1.3319356848186,,,-4.18178346381518,2.28647801140265,4.20344988917081,-3.90000835341039,-1.20000000000052,,11.4573420070162,4.22579942356312,4.89603966125978,5.26652650784463,,6.23730962478531,1.03000000000001,3.14799179833547,,9.06998049407686,5.78102263471442,1.4034658658992,7.59208747172284,-3.7640451252164,-2.08608547658099,0.694946125821996,10.4023235971752,7.71535714166592,5.70195490014497,,9.3000000000001,2.37192154647997,-6.15552702566314,-8.44549297011482,2.39536745406823,2.26306762495915,0.039999999999896,,,,1.39363400675644,-4.45649867196983,1.34646849443769,0.944892929964556,5.11296077922042,2.09999999999996,1.49435889735025,-1.24520666769312,,,1.76026367359438,-7.21789539738552,,-2.69999999999989,-5.88632806942613,1.04817582548688,6.12354235705231,2.16318785578755,,,4.72164252410791,,1.4230206183997,3.00000000000024,2.4965423813819,7.30497760612617,6.02591141910252,1.26172305409086,3.25203252032526,-11.8920408618431,-0.223806631070852,,,10.7739594015339,,,4.6175103185923,,0.834125224369045,,2.40635536294552,,1.33930011478836,0.133532492434972,10.7780317342881,,-41.0077904856621,,3.99869430390097,,,4.76667601213118,,13.3432197544489,,,-6.3063515942624,8.7302347867754,9.54744439417522,6.8959927376469,7.68008135094648,,,,,4.22225071488375,,,-9.19866559093428,,7.2160881609689,6.55160227007346,-0.650616792678062,5.34258263979176,6.36643030063707,,-2.148939045817,-0.154388390078116,2.48985872149952,-0.552029757929983,-6.17076765018991,3.08472139526988,6.04351329572896,5.12682137075023,,9.41789068143497,9.54994044580582,3.49365015506784,2.21858435703298,-0.43639008072177,,,-2.55298927526993,,-4.99999999999995,-4.30000000000022,-2.44278169014094,,1.2010027021389,15.0078802519947,2.55582543871089,,2.7604259622825,-7.99250033982126,6.68850251324366,,,6.00000000000038,,-1.01828114583741,,,10.8205974234266,2.27026726985094,0.376221306650972,2.22086243116632,,-13.7992825227897,-1.07946932382194,-0.915816571445396,10.7268717275355,,2.0718352125048,8.40280186277036,-0.590318772136722,5.90000000000019,3.11240794775598,4.13837174885312,0.92606994579977,,,1.77841214969775,,2.14128024393296,-1.11898405394133,-0.108261774552415,3.5388084946439,,3.14695997555749,9.72988794112727,5.80898399612025,,6.29349388536532,-0.666405331243212,7.10896064017865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
