Time Code,"Series Code","AFG","ALB","DZA","ASM","AND","AGO","ATG","ARG","ARM","ABW","AUS","AUT","AZE","BHS","BHR","BGD","BRB","BLR","BEL","BLZ","BEN","BMU","BTN","BOL","BIH","BWA","BRA","VGB","BRN","BGR","BFA","BDI","CPV","KHM","CMR","CAN","CYM","CAF","TCD","CHI","CHL","CHN","COL","COM","COD","COG","CRI","CIV","HRV","CUB","CUW","CYP","CZE","DNK","DJI","DMA","DOM","ECU","EGY","SLV","GNQ","ERI","EST","SWZ","ETH","FRO","FJI","FIN","FRA","PYF","GAB","GMB","GEO","DEU","GHA","GIB","GRC","GRL","GRD","GUM","GTM","GIN","GNB","GUY","HTI","HND","HKG","HUN","ISL","IND","IDN","IRN","IRQ","IRL","IMN","ISR","ITA","JAM","JPN","JOR","KAZ","KEN","KIR","PRK","KOR","XKX","KWT","KGZ","LAO","LVA","LBN","LSO","LBR","LBY","LIE","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MHL","MRT","MUS","MEX","FSM","MDA","MCO","MNG","MNE","MAR","MOZ","MMR","NAM","NRU","NPL","NLD","NCL","NZL","NIC","NER","NGA","MKD","MNP","NOR","OMN","PAK","PLW","PAN","PNG","PRY","PER","PHL","POL","PRT","PRI","QAT","ROU","RUS","RWA","WSM","SMR","STP","SAU","SEN","SRB","SYC","SLE","SGP","SXM","SVK","SVN","SLB","SOM","ZAF","SSD","ESP","LKA","KNA","LCA","MAF","VCT","SDN","SUR","SWE","CHE","SYR","TJK","TZA","THA","TLS","TGO","TON","TTO","TUN","TUR","TKM","TCA","TUV","UGA","UKR","ARE","GBR","USA","URY","UZB","VUT","VEN","VNM","VIR","PSE","YEM","ZMB","ZWE"
YR1976,"FP.CPI.TOTL.ZG","","","9.43073540174554","","","","","","","","13.3228840125392","7.31868899509658","","4.25583657583808","22.495766575964","","4.98676811113183","","9.06860981054963","","","","","4.49401164707214","","11.732423613642","","","","","-8.40071877820544","6.8565515736454","","","9.93065056369725","7.54173862982152","","","","","211.924302225904","","18.9189189189189","","80.385959075414","","3.48583333291704","12.0766402169566","","","","3.85438972162731","","9.01029083562227","","10.9024962662686","7.76555023925676","10.6713937513738","10.3174158877413","7.03468963198829","","","","6.53091265949246","28.5378398237849","","11.4324364264689","14.3426930852258","9.62549578155529","","20.1715644639721","17.0273310832519","","4.24663460795069","56.0810810829756","","13.0242944655707","","","","10.72499999925","","","","7.03815227823618","4.88341895790898","","5.22839833308662","","-7.6339476339287","19.8286536956641","11.2561425062112","12.8232301828134","17.9856958613385","","31.3108676158986","16.6141664725788","9.79365327534655","9.37403638606229","11.4999999999996","","11.4490304932756","","","15.3273285373806","","5.23504273532374","","","","","11.4125519984136","","5.47921527968846","","","9.79734643716296","","4.98681511862564","","2.63371150730572","","","0.551512830258585","","","12.9557291671836","15.824722489347","","","","","","8.50215244349305","","22.3844016992292","","","-3.11323573327195","8.83064355905729","","16.9068570059449","","23.5296801569284","24.2999999999997","","","9.16147276547565","","7.15832373118468","","3.94999999941721","7.65664961624511","4.47461474664494","33.4832756634567","9.19922713611011","4.41306266552888","21.1419048031955","","","","","7.1658615138318","4.90368682691045","","","31.5586605641125","1.08309218710661","","14.8687336300477","","-1.84189298198423","","","","4.25531914893603","","11.0204015964087","","17.624875606664","1.32951868058228","","9.66911984668738","","11.2889826175874","1.67488426358217","10.0695380302795","10.2492246529784","1.71547736607406","11.4285714285715","","6.85935002653249","4.14930555494796","","11.6407308106915","7.10957583547551","10.6924643577729","","17.4556893891338","","","","","","","16.5595225588084","5.74481263549085","50.6230495604619","","","","","","","","",""
YR1977,"FP.CPI.TOTL.ZG","","","11.989283322105","","","","","","","","12.3098201936376","5.49460953882342","","3.1898763705575","17.7311208942373","","8.35236969934997","","7.09600059132598","","","","","8.1072555205041","","13.1687242801078","","","","","29.9861042997141","6.83451404136486","","","14.6983091581554","7.97644539614562","","","","","91.9541325565105","","34.0909090909091","","68.9477081989998","","4.16047548291234","27.4218615091476","","","","7.3264604810133","","10.9222378100329","","9.50365525201999","12.8535275054286","13.0140551797556","12.7321627929891","11.8202775391489","","","","20.80512182762","16.6571395908503","","7.00630444983928","11.7933469184053","9.49455467190429","","13.8525690862841","12.3897308301286","","3.73416842414874","116.450216453639","","12.3697733256125","","18.4568835098337","","12.3245796860999","","","","6.49190058113335","8.4347077189513","","3.90889569564824","30.3167412725929","8.30747009171157","11.0520897946254","27.2877846793093","9.16776253995514","13.4722252633927","","34.6167146675521","17.13004878665","11.1910016370358","8.16182689596844","14.5665171893876","","14.8209644818935","","","10.0966631590669","","9.88951925933104","","","","","16.6883116885553","","6.28021302750907","","","6.70549411450658","","3.10895289128434","","4.78822401445964","","","10.0403748002364","","","9.17249897074799","29.0641247103462","","","","","","12.5970009920069","","-1.15668724252863","","","9.89885284313485","6.39930319039238","","14.3835494194622","","23.251089606333","15.0878340572688","","","9.10383971160296","","10.1329676874054","","4.58553791889615","4.52858203462227","9.35985291662841","38.0540914196793","9.89875159736565","4.90278951821563","31.0167490988806","","","","","13.6551465066428","14.6107902659429","","","11.3990111699532","11.3405856371037","","14.9591685227511","","3.16395014381584","","","","8.6167800453515","","11.1519648736248","","24.5380633969861","1.22487958802843","","8.86573190026192","","10.1869132045143","17.0763307914922","9.73113276853738","11.4418051091076","1.2959975108187","11.9658119658116","","11.6041381030119","7.60126687769027","","22.4570134066176","17.5379384484612","11.7448635390942","","25.9853378650601","","","","","","","15.8402667458767","6.50168399472839","58.1961750215737","","5.73650947982463","","","","","","",""
YR1978,"FP.CPI.TOTL.ZG","","","17.5239234455033","","","","","","","","8.00492610837437","3.57432532726001","","6.10907035899869","15.7855375941987","","9.48238259101763","","4.47059331592941","","","","","10.3556722757192","","9.04398827010364","","","","","8.26914007214047","23.8956206469303","","","12.4630523441787","8.97372335151215","","","","","40.0872246313854","","17.5141242937853","","48.7690376115202","","6.03899191631001","13.2429868545928","","","","7.43628329894656","","10.2136545710405","","7.71257905832725","3.47785034212179","11.6500726357789","11.078100382614","13.2751232921383","","","","8.5176147629162","14.3081144649154","","6.10807100501502","7.79935074552146","9.25055846724437","","10.7641690976807","8.8553459121409","","2.71869053600734","73.091666667343","","12.5724371195183","","18.1353767560664","","8.28797624957703","","","","-2.67359498369295","5.74832464618228","","4.68714274853112","43.7499982853606","2.52304875695182","8.11258259525912","11.7219692041212","4.61194286682017","7.71114118004808","","50.5509524949542","12.0940138425074","34.8998015240508","4.20956601068683","6.92152129952408","","16.9317824582842","","","14.4602876220116","","8.68974512274839","","","","","13.4835790118489","","29.3797941641698","","","3.09466077424648","","6.52844692261797","","4.8600645855425","","","4.70751124951487","","","8.54513915082284","17.4572925678264","","","","","","9.71603274954342","","-6.04470612570266","","","7.34609125083294","4.11201316875871","","11.9566179733303","","10.0932002756994","21.7092457416664","","","8.16167154339621","","6.13869266742742","","4.20052123266096","5.7999999989996","10.6602475929181","57.8487826251505","7.3345259391769","8.10126582278465","21.0387723599383","","","","","13.2705337973878","2.05865885702085","","","-1.58360185022083","3.41965105587518","","11.7832512318923","","4.87254381306425","","","","6.26304801670158","","11.1356079723706","","19.7736832132249","12.141597276466","","10.8775182920991","","8.42952810284597","19.2304044013514","8.82352941179668","9.99526541717738","1.02879152961776","4.80916030534372","","6.57500000000007","7.92408985303784","","0.442773093953005","9.58437912111289","10.256586168874","","61.8970444383435","","","","","","","8.26314103860768","7.63096383885602","44.5483436672392","","6.41379310344847","","","","","","",""
YR1979,"FP.CPI.TOTL.ZG","","","11.3486005086091","","","","","","","","9.12200684150512","3.7074033325208","","9.09139326792412","2.20599195116766","","13.1698355431799","","4.46908394900489","","","","","19.7197167787999","","11.7362306367885","","","","","14.9934659503595","36.5407569980926","","","6.58061081902711","9.1446769790719","","","","","33.3892190102252","","24.1987179487179","","101.051260411497","","9.16292974588939","16.3423565736252","","","","9.46370829519019","","9.61105037907119","","","9.17380513351449","10.2662562280033","9.90436051231128","14.0560247361062","","","","16.4535169700762","16.0322359396519","","7.80675824952118","7.4669615131074","10.6467341716663","","7.95269853751444","6.12895770734282","","4.04362200638281","54.4412883345617","","19.0941778521309","","20.8828828828831","","11.3433858811608","","","","13.0939242998194","12.1353558926061","","8.976412347003","44.4444558043744","6.27568336762338","16.2327657550178","10.4872367273486","","13.2954539852612","","78.3100114110133","14.7985735661485","29.0792596109786","3.7018509254627","14.2464917630784","","7.97935261848784","","","18.3235003042007","","7.04999999925009","","","","","16.0035523977478","","-6.03902875017094","","","4.54652779042167","","14.0555922555515","","3.65446799796413","","","7.14710743797892","","","14.4663702058304","18.1912462987644","","","","","","8.3313654181546","","5.67229502887825","","","3.56545378520239","4.1992929622273","","13.6995950156641","","7.26787707223355","11.7097306212117","","","4.50972761206205","","8.26704697617572","","7.98881859610768","5.76559546319338","28.1610386024436","66.6944229664877","17.5333333327502","7.02576112412187","21.8992248062016","","","","","15.6733294423726","11.1195509980497","","","1.08156690288338","9.6533598525703","","12.480169222314","","4.07646537536399","","","","8.05500982318267","","13.2936508962732","","15.6602266826064","10.731921430873","","9.3900427128736","","15.6084783235704","31.1384550107529","14.8423081655327","7.20978617047807","3.64764191334787","4.55207574654038","","12.9486277269529","9.89736596559924","","7.53925120772939","5.46001552795041","14.7221703689992","","63.5431082506343","","","","","","","13.4212799774013","11.2544711292795","66.8442861850437","","4.16936703391666","","","","","","",""
YR1980,"FP.CPI.TOTL.ZG","","","9.51782449754965","","","","","","","","10.1358411703239","6.3283208759637","","12.0978372310682","3.86952505941503","","14.4305197203942","","6.64868829655357","","","","","47.2416501018426","","13.6324251470895","","","","","12.2026364968298","2.49851950030163","","","9.55175427642871","10.1292205085452","","","","","35.1383405330485","","26.5806451612903","","46.6259068303308","","18.1432288100781","14.7009812997865","","","","13.5175605772583","","12.3053240760182","12.0580235721856","","16.7531356897102","13.0489840555974","20.8192249324219","17.3669682564025","","","","18.6839754034955","4.48253780600434","","14.4928744064522","11.5946192492108","13.5625788483016","","12.3403592565602","6.82461565247797","","5.44105619058071","50.0701393436364","","24.6758912294628","","21.821433894768","","10.8238432335411","","","","17.7783052456577","18.0615430355956","","9.28585743921339","58.5284260893647","11.3460734795094","18.0354301616893","20.6439144373797","","18.1544433038192","","131.025000335282","21.0641682770745","27.3081589882307","7.77858176555715","11.1111111111113","","13.8581814562484","","","28.697587276634","","6.9282266856319","","","","","16.2748416182533","","9.73428879471392","","","6.29990006244593","","18.2178658946755","","6.6749195345051","","","15.747254103486","","","41.9995143865698","26.3516513562834","","","","","","9.40837947437955","","0.608153083899641","","","14.6845027763768","6.51345686297218","","17.1505454240954","","10.3052757124046","9.97226199001429","","","10.8786610878661","","11.9382309107087","","13.8079019078008","12.0643431636461","22.4473301362176","59.1450712444914","18.2005104938509","9.68271334792131","15.8674803836094","","6.79999999900016","","","7.24939299325274","33.0472428985","","","4.16926655363288","8.72902766072328","","13.5715405108088","","8.52694319425859","","","","13.0909090909091","","13.6602471972319","","15.5618949023769","26.1454101014465","17.7366548046812","19.4777291132912","","17.2074750037358","25.3523690119419","14.1097064496917","13.7063223649004","4.0224986950801","19.2964123998608","","30.197300103842","19.703500522778","","12.3068572123795","22.3933889164965","17.4703042795772","","94.2608598807591","","","","","","","17.9659242656858","13.5492019749684","63.4758304314673","","11.2401493156364","","","","","","",""
YR1981,"FP.CPI.TOTL.ZG","","","14.6548426360635","","","","","","","","9.48766603415561","6.80303861847746","","11.1144984973891","11.3445968083975","","14.5675632146886","","7.62748656814273","","","","9.93314231136584","32.1336011133424","","16.4280267725712","101.725072957927","","9.13705583756339","","7.55570560440944","12.1673943487938","","","10.7275000000004","12.4716124148373","","","","","19.6868327084319","","27.5229357798165","","35.4082648744294","","37.0421882243857","8.79921083308779","","","","10.7446936083977","","11.7673874344182","5.71736785374117","13.2666874934914","7.5146389069616","16.3874745418229","10.3172842245395","14.7971516299733","","","","20.0557966522539","6.13596718680433","","11.1806667637621","11.3057566509549","13.3144055680071","","8.70650214893007","5.94422700614443","","6.34424091961786","116.503603996541","","24.506066837496","","18.7874709409026","","11.4330679503505","","","","10.8583333329997","9.40569126142498","","4.66141394394749","51.7932416010108","13.112546897642","12.2659085141911","24.2035897624486","","20.3735228947773","","116.799988694513","17.9692987519672","12.7397181145091","4.91216291820523","7.69999999999976","","11.6030534351143","","","21.3516531701039","","7.37478159583809","","","","","12.4132613723979","","11.1997226074894","","","8.07294375934599","","30.5381774327712","11.8146975500212","9.70000000000016","","","11.5097558377123","","","14.4615910742106","27.9337625982399","","","","","","12.4925283921001","","0.318444733265888","","","11.1448567278443","6.73892955078443","","15.3701595831853","","22.9134075641636","20.8128229121949","","","13.6429608127721","","11.8799135925283","","7.30232836526218","8.05422647614105","12.9746974698193","75.4332687576064","13.0825985241676","19.1271820448877","19.0404107466914","","8.52059925101626","","","6.4506644718119","20.5066244471295","","","2.79898218829487","5.91319372031625","","10.5767903960918","","8.18202196816848","","","42.6229527318245","16.3987138263665","","15.2542377213589","","14.5493586774997","17.9689954960101","10.476363196689","15.1248443770346","","12.7356566462517","24.5757243336575","8.79396984924603","12.1039385302599","6.49030774183431","18.3941605839417","","25.6500239272612","12.6629930710215","","19.7165023624807","14.8992481203002","14.3318866009394","","37.6147825797716","","","","","","","11.8766265142296","10.3347153402771","34.0453358609474","","26.8456375838928","","","","","","",""
YR1982,"FP.CPI.TOTL.ZG","","","6.54250963007668","","","","","","","","11.3518197573657","5.4360236335748","","6.01262101667497","8.8857130847146","","10.3324664370561","","8.72654906555468","","","","9.90443092962609","123.535718565329","","11.1372064274689","100.54335919485","","6.35658914728686","","12.0597652081337","5.8680963572266","","","13.2570198610704","10.7689718997139","","","","","9.94102693041837","","24.7002398081535","","36.6996975740914","","90.1133288227334","7.58312589642148","","","","6.43279726693689","","10.1208256779823","-2.41071428572346","4.39459409763739","7.6462430660615","16.2579695928846","14.8230088495577","11.7288868654679","","","","10.8074213418412","5.89006107723963","","7.03155689389481","9.58492764677443","11.9784719523805","","16.6857968797491","10.8558454553089","","5.24104712605721","22.2955664080893","","20.9910848206363","","7.81274141216488","","0.307385561437055","","","","7.35924227605049","8.98262170616891","10.9704641350213","6.83580508259544","50.243226389676","7.89074279377487","9.44542395353453","18.6897259269564","","17.1471142032124","","120.364392146445","16.4804146202215","6.54540796720072","2.74104095563142","7.42804085422488","","20.6667146662827","","","7.19084762569721","","7.77679842690851","","","","","12.1399176954734","","10.2588088556284","","","9.35705099427385","","31.7897046510535","9.82116244432082","5.81890002977831","","","5.81823397218666","","","11.4156931283651","58.9134198531048","","","","","","10.5278072972983","","5.30474040537996","","","11.6985465924139","5.91109323984921","","16.1636941231018","","11.6418357416784","7.69774724714247","","","11.3409961685824","","5.90352878435857","","4.25057176328123","5.53505535055348","5.12006543713194","64.4481585387929","10.2217271376891","103.55871886121","21.6792837277095","","5.6999999999998","","","12.5651365334134","18.2962245891186","","","1.02103960396036","17.3763852168922","","-0.912646675358539","","3.91628677994199","","","30.1125435950715","12.9834254143648","","14.6390372658518","","14.414995819774","10.8257491675687","5.92722298201993","4.61406749873085","","7.22825662243943","25.7128797492595","7.27640861779856","8.58918509047116","5.65510264316374","14.3033292231811","","28.9323346451694","5.25907990316826","","11.1296733281827","10.8378703800656","11.6347629431673","","29.1375145022677","","","","","","","8.59886383332181","6.13142700027494","18.9925012952182","","6.67254556143446","","","","","","",""
YR1983,"FP.CPI.TOTL.ZG","","","5.96716393032723","","","","","","","","10.0389105058366","3.33917335680399","","3.99999999999995","2.97239915075071","","5.2302987828884","","7.66160983743879","","","","18.0237154150198","275.586283560362","","10.4771438105237","135.027682230472","","1.1661807580175","","8.15376277420427","8.15123135622633","","","16.6312264100787","5.86358802977366","","","","","27.2571946726204","","19.4871794871795","","76.5266976662659","","32.6260064949508","5.64042843342129","","","","5.0497142410088","","6.90822881158847","0.901842896356882","4.14795244385732","5.62862329448982","48.4338747103122","16.079873883342","13.3143177303524","","","","11.5675243834069","-0.675378064854711","","6.70418399801422","8.3662926064564","9.45954847235314","","10.6719367588933","10.6363036761385","","3.29341460291844","122.874514572592","","20.1794832542286","","6.09534728193343","","4.53867815133257","","","","10.2436633526545","8.25281165848257","9.88593155893546","7.27989573279489","83.9500461937035","11.8680812986734","11.7997405215176","19.7401891778611","","10.4476295240831","","145.951530366009","14.646576674877","11.5821110844253","1.89971971348489","5.02016709831461","","11.3977827368522","","","3.42061545401478","","4.71816809275154","","","","","17.4923547400614","","10.6052036199096","","","8.66927159808515","","19.328338591095","13.5025105170179","3.70423546319373","","","-0.880997560317531","","","5.58949801843947","101.874938435992","","","","","","6.20793538870313","","5.65008336345437","","","12.3772380782713","2.74084282543436","","7.34107586057345","","-2.48960568671487","23.2123315511559","","","8.4652443220922","","6.36203349985299","","2.10284124368166","7.90209790139861","13.433755563163","111.150635209158","10.0293565620481","25.534759358289","24.0027623802917","","2.74361400094614","","","6.59300214307081","16.4601356089933","","","0.191424196019053","11.6169845681475","","6.05263157894738","","1.19641076769694","","","40.2134918436936","6.23471882640582","","12.3032071646736","","12.1740835180134","13.9643880065","2.29153537034706","1.47305853462304","","5.45838798990218","30.5877747791383","4.41180807455269","8.87302152363218","2.94983267564061","6.12729234088462","","27.0559275305238","3.7265366212408","","9.35546507986145","9.81355311787774","15.1749999993332","","31.3902710198445","","","","","","","4.60930327269783","3.21243523316063","49.1973796505638","","1.65334802976032","","","","","","",""
YR1984,"FP.CPI.TOTL.ZG","","","8.11639795517099","","","","","","","","3.96039603960395","5.6631874926014","","3.96634615384614","0.322399250235353","","4.68579731185599","","6.34177491009128","","","","7.03281982585394","1281.34994174486","","8.57746904251907","192.121733132051","","3.07396733909727","","4.84695768186085","14.3168697883258","11.2499999999997","","11.3733220902937","4.30477830391736","","","20.2508960573479","","19.8602056602626","","16.362660944206","","52.2270113573208","","11.9478080032201","4.28476110361871","","","","5.99195111048443","","6.29077936023767","1.88471502578426","2.21799424995742","20.1516781053536","31.2302390849475","17.0363663799608","11.5071695057308","","","","12.9397266412726","8.41727378312058","","5.29121761072427","7.06765638328174","7.6738026224732","","5.85714285714297","22.0984594145327","","2.40579506889857","39.6653137947267","","18.4568521357715","","5.65961278703288","","3.40675011837791","","","","6.40203239106073","4.72636815920395","8.65051903114182","8.46785487646024","30.8523970770909","8.31890711860069","10.45503482319","12.5402194538869","","8.65111383765405","","373.215675062358","10.794496007681","27.8147693237453","2.26161369193154","3.84747273837615","","10.2840982131381","","","2.27394229841602","","1.17746005046669","","","","","10.9838625715774","","12.4776272053182","","","6.43585780786995","","9.85662095433888","20.0263032042324","3.89727260149767","","","-0.442500000750064","","","7.38916256169464","65.4488071277602","","","","","","12.4475693291853","","4.84631154769051","","","2.84578495716263","3.3016384199798","","6.17125347924443","","8.36442411829966","17.8205332860842","","","6.21827411167513","","6.08716673573719","","1.58264332858588","7.42060920354789","20.3114625460255","110.208519562543","50.3389756374498","15.4009994265581","28.3846388897103","","1.10497237570072","","","5.36957038827378","11.8600682594715","","","-1.55903706534202","11.7840274796329","","4.09429280397015","","2.60098522167485","","","53.6719669102483","11.0471806674338","","11.5264804445682","","11.2802636666493","16.6382537479217","2.71490470548819","1.20548410365589","","2.70195563584382","34.14634146336","3.68874452760909","8.04424238994422","2.93143599693324","9.22951819475498","","36.1459415056028","0.864898430279303","","-3.52662871020547","0.106451612903704","13.3347804066324","8.9000000000001","48.3923231346862","","","","","","","4.96071097821929","4.30053547523427","55.3044235418763","","5.51640010843042","","","","","","",""
YR1985,"FP.CPI.TOTL.ZG","","","10.4822870444468","","","","","","","4.03225805628625","6.73469387755101","3.18951163361009","","4.60500963391137","-2.63596930296972","","3.91510525082794","","4.86873399496945","","","","1.87734668335429","11749.6396321439","","8.09457579975943","225.989665211895","","2.35321528424929","","6.90605782140464","3.80428683649426","5.39325842696639","","8.50837434391595","3.96203054065208","","","5.1539990064582","","30.7034989096151","","23.9741816505302","","23.8207845213349","","15.0591760299626","1.86380327150623","","","","5.03445366364797","","4.6787514518325","2.12890298848073","3.73997998064237","45.3361755532178","27.98321602596","12.1067560598247","22.3283750554416","","","","20.4626334519576","19.0646851444406","","4.42097239621914","5.19562195429434","5.83109973854516","","7.35492577597832","18.319884874273","","2.06623073224692","10.3054406698295","","19.3146518149134","","2.50138492350979","","18.6867912971238","","","","10.6488390138928","3.36267523608602","3.50318471337575","6.94234501879142","31.9946290240703","5.55642423236557","4.72453615680209","4.38934095741537","","5.39549731466383","","308.7931304484","9.20599144253119","25.6731012391773","2.03227734608488","2.98507462714753","","13.0065664218827","","","2.4591170060939","","1.49032181427877","","","","","13.3208255159471","","9.13844055467155","","","4.09358778530096","","10.5564839573619","10.5189759937166","0.346458791259879","","","-0.235207459677465","","","6.698703946585","57.7484484008702","","","","","","7.72863890085921","","6.80756655768336","","","8.0526412661963","2.25858401255266","","15.4176555719918","","-0.923399123994826","7.4353448275863","","","5.71485463958584","","5.6148392179322","","1.02661989275158","3.71040723981906","25.2107164358818","163.399505243688","23.1031071803888","11.5212607368496","19.4614100078696","","1.91256830693923","","","1.75933005651683","9.09050118887496","","","-3.05876872913663","13.0000576159794","","0.834326579260983","","0.480122911465352","","","79.4063811481874","9.56822107081142","","16.2942261392701","","8.81445480881752","1.48118012235432","2.619546299557","1.42319898238733","","2.13968510329094","45.40750323421","10.8659529841193","7.37257458126244","3.43538986904497","17.2529313232831","","33.2821038251367","2.43173123433472","","-1.81441438232164","16.765","7.62257405520195","7.25436179981637","44.9617301528779","","","","","","","6.07139434015118","3.54564415209369","72.2225644287757","","1.06615285806043","","","","","","",""
